service_number,service_name,telephone,email,service_address,street,suburb,town_city,service_type,definition,authority,x20_hours_ece,kme_peak_body,takiwa,equity_index_eqi,territorial_authority,urban_rural,regional_council,education_region,general_electorate,maori_electorate,neighbourhood_sa2_code,neighbourhood_sa2,ward,management_contact_name,full_management_address,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,community_of_learning_id,community_of_learning_name,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other
46099,Bush Babies Childcare,09-945 3997,bushbabieschildcareltd@gmail.com,"56 Hamatana Road,  Snells Beach",56 Hamatana Road,,Snells Beach,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,Not Applicable / Unknown,Auckland - Rodney,Small urban area,Auckland Region,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,111700,Snells Beach,Rodney Ward,Catherine  Heald,"583A Woodcocks Road,  Warkworth 0981",583A Woodcocks Road,,Warkworth 0981,,99122,Mahurangi Community of Learning,-36.42068314,174.7218674,34,8,1,5,5,5,6,0,22,22,5,1,1,0
46103,New Shoots Children's Centre - Hamilton Central,07-8593377,hamilton@newshoots.co.nz,"109 - 117 Tristram Street, Hamilton Central Hamilton",109 - 117 Tristram Street,Hamilton Central,Hamilton,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Hamilton City,Major urban area,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,179500,Hamilton Lake,West Ward,Gill Palmer,"P O Box 11567, Palm Beach Papamoa 3151",P O Box 11567,Palm Beach,Papamoa 3151,07-8593377,,,-37.79041205,175.2787092,97,36,10,29,24,27,21,1,112,94,22,4,17,4
46107,Children's Circle Early Years Centre,07-5448764,admin@childrenscircle.co.nz,"55 Resolution Road, Welcome Bay Tauranga",55 Resolution Road,Welcome Bay,Tauranga,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Tauranga City,Major urban area,Bay of Plenty Region,"Bay of Plenty,Waiariki",Bay of Plenty,Waiariki,196600,Welcome Bay West,Te Papa-Welcome Bay Ward,Lillian Thomson,"55 Resolution Road, Welcome Bay Tauranga 3112",55 Resolution Road,Welcome Bay,Tauranga 3112,07-5448762,99085,Tauranga Peninsula Kāhui Ako,-37.73082604,176.1892225,40,15,2,8,14,5,3,0,32,27,7,1,4,3
46108,Lollipops Bell Block,06-7594366,,"14-16 Pohutukawa Place, Bell Block New Plymouth",14-16 Pohutukawa Place,Bell Block,New Plymouth,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,New Plymouth District,Large urban area,Taranaki Region,"Taranaki,Whanganui,Manawatū",New Plymouth,Te Tai Hauauru,217500,Bell Block West,New Plymouth City Ward,Misty Murray,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,022-6584761,,,-39.03589793,174.1402719,120,20,3,19,14,31,24,1,92,60,38,10,11,6
46109,Back 2 Basics,09-4346797,back2basicsmaungatapere@gmail.com,"179 Newton Road,  Maungatapere",179 Newton Road,,Maungatapere,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,Not Applicable / Unknown,Whangarei District,Rural other,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,105400,Maungatapere,Mangakahia-Maungatapere Ward,Amanda Taylor,"P O Box 2,  Maungatapere 0152",P O Box 2,,Maungatapere 0152,09-4346771,,,-35.7482762,174.2132335,75,12,5,10,21,31,28,1,96,91,21,2,2,2
46110,Country Kids Pre-School Ltd,07-5771811,,"138 Condor Drive, Pyes Pa Tauranga",138 Condor Drive,Pyes Pa,Tauranga,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Tauranga City,Major urban area,Bay of Plenty Region,"Bay of Plenty,Waiariki",Tauranga,Waiariki,195400,Pyes Pa North,Otumoetai-Pyes Pa Ward,Joanna Bennett,"138 Condor Drive, Pyes Pa Tauranga",138 Condor Drive,Pyes Pa,Tauranga,07-5771811,99085,Tauranga Peninsula Kāhui Ako,-37.74725411,176.1275402,56,10,0,7,16,27,20,0,70,68,11,2,2,2
46112,BestStart Mount Wellington,09-574 6377,mtwellington@best-start.org,"113-115 Mt Wellington Highway, Mt Wellington Auckland",113-115 Mt Wellington Highway,Mt Wellington,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Maungakiekie-Tamaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Maungakiekie,Tamaki Makaurau,146500,Mount Wellington East,Maungakiekie-Tamaki Ward,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,,,-36.90356153,174.8414485,100,20,1,15,13,26,23,3,81,17,13,32,38,5
46113,BestStart Bay Kindy,07-5443799,bay.kindy@kidicorp.co.nz,"301 Welcome Bay Road, Welcome Bay Tauranga",301 Welcome Bay Road,Welcome Bay,Tauranga,Education & Care Service,,Community based,Yes,,Te Tai Whenua,EQI > 5,Tauranga City,Major urban area,Bay of Plenty Region,"Bay of Plenty,Waiariki",Bay of Plenty,Waiariki,196700,Welcome Bay East,Te Papa-Welcome Bay Ward,Julie Bradley,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,07-000,99085,Tauranga Peninsula Kāhui Ako,-37.72590561,176.1945307,40,0,0,0,8,14,18,2,42,23,14,2,8,1
46114,King's School - Early Learning Centre,09-520 7770 Ext 797,,"258 Remuera Road, Remuera Auckland",258 Remuera Road,Remuera,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Orakei,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Epsom,Tamaki Makaurau,140000,Remuera Waitaramoa,Orakei Ward,Anthony Sissons,"King's School Early Learning Centre Private Bag 28914,  Auckland 1541",King's School Early Learning Centre Private Bag 28914,,Auckland 1541,09-520 7770,,,-36.87941372,174.7924734,28,0,0,0,0,0,17,0,17,8,1,1,11,0
46115,Ako Homebased Care & Education Services Auckland,09-2996183,akoauckland@gmail.com,"57 Finlayson Avenue, Clendon Park Auckland",57 Finlayson Avenue,Clendon Park,Auckland,Homebased Network,Māori ECE Service (excluding TKR),Privately owned,Yes,,Te Tai Raro,EQI 4,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,158700,Clendon Park North,Manurewa-Papakura Ward,Julia Tahana,"11 Maria Place, Mid Avenue Whanganui 4500",11 Maria Place,Mid Avenue,Whanganui 4500,,,,-37.02226507,174.8573109,79,53,1,2,12,25,25,6,71,29,1,41,1,0
46117,Hātea Early Learning Centre,09-601 3308,info@hateaelc.co.nz,"2A Deveron Street, Regent Whangarei",2A Deveron Street,Regent,Whangarei,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Whangarei District,Large urban area,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,106600,Kensington (Whangarei District),Okara Ward,Cherie van der Net,"P O Box 40581, Glenfield Auckland 0626",P O Box 40581,Glenfield,Auckland 0626,,99180,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 1,-35.71374994,174.3238252,24,0,0,0,3,8,7,0,18,8,9,2,7,0
46118,BestStart Baverstock Oaks,09-271 3891,baverstock@best-start.org,"21 S Baverstock Road, Flat Bush Auckland",21 S Baverstock Road,Flat Bush,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Botany,Tamaki Makaurau,156900,Baverstock,Howick Ward,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,99127,Waipaparoa Kāhui Ako,-36.95577486,174.9135935,100,25,6,16,20,32,38,1,113,8,12,16,84,11
46120,Pascals Blenheim,03-577 5442,,"5 Hodson Street, Blenheim Blenheim",5 Hodson Street,Blenheim,Blenheim,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,EQI > 5,Marlborough District,Medium urban area,Marlborough Region,"Nelson,Marlborough,West Coast",Kaikoura,Te Tai Tonga,308100,Whitney East,Blenheim Ward,Leesa Armstrong,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,03-5775442,,,-41.51673754,173.9546354,60,20,4,15,15,11,6,0,51,36,13,2,5,5
46121,Nestlings In-Home Childcare,09-215 8334,kiryth@nestlings.co.nz,"6 Sale Street, Cockle Bay Auckland",6 Sale Street,Cockle Bay,Auckland,Homebased Network,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tamaki Makaurau,152400,Howick East,Howick Ward,Kiryth Reddish,"6 Sale Street, Cockle Bay, Howick Auckland 2014","6 Sale Street, Cockle Bay",Howick,Auckland 2014,09-215 8334,,,-36.89867917,174.9349572,50,50,3,5,7,2,5,1,23,7,13,7,0,2
46124,Ako Langimalie,09-266 2249,Glenn.Doherty@tonganhealth.com,"119 Rowandale Avenue, Manurewa Auckland",119 Rowandale Avenue,Manurewa,Auckland,Education & Care Service,Tongan ECE Service,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,159200,Homai West,Manurewa-Papakura Ward,Glenn Doherty,"P O Box 13569, Onehunga Auckland 1643",P O Box 13569,Onehunga,Auckland 1643,09-636 3629,,,-37.02134926,174.8732431,50,10,2,4,14,8,8,0,36,4,5,36,0,0
46126,Geckos Early Learning Centre,09-4386810,c.vandernet@kieter.co.nz,"11a Cross Street, Regent Whangarei",11a Cross Street,Regent,Whangarei,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Whangarei District,Large urban area,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,107100,Whangarei Central,Okara Ward,Cherie van der Net,"P O Box 40581, Glenfield Auckland 0747",P O Box 40581,Glenfield,Auckland 0747,,99181,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 2,-35.71664194,174.3206323,26,0,0,0,0,7,18,0,25,16,13,4,4,4
46127,Sancta Maria Montessori Preschool,03-343 3800,info@sanctamariamontessori.co.nz,"60 Curletts Road, Upper Riccarton Christchurch",60 Curletts Road,Upper Riccarton,Christchurch,Education & Care Service,"Catholic, Montessori",Privately owned,Yes,,Te Tai Runga,EQI > 5,Christchurch City,Major urban area,Canterbury Region,"Canterbury,Chatham Islands",Wigram,Te Tai Tonga,322000,Upper Riccarton,Riccarton Ward,Joseph Rayen,"60 Curletts Road, Sockburn Christchurch 8042",60 Curletts Road,Sockburn,Christchurch 8042,03-3433 800,,,-43.53724409,172.5678127,38,0,0,0,3,8,7,0,18,1,0,0,16,1
46128,Blue School,06-3048963,info@blueschool.co.nz,"23-25 Wood Street,  Greytown",23-25 Wood Street,,Greytown,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,EQI > 5,South Wairarapa District,Small urban area,Wellington Region,Wellington,Wairarapa,Ikaroa-Rawhiti,257700,Greytown,Greytown Ward,Sian Paterson,"23-25 Wood Street,  Greytown 5712",23-25 Wood Street,,Greytown 5712,06-3048568,99109,South Wairarapa Community of Learning,-41.08076749,175.4552329,40,0,0,0,1,17,18,1,37,32,3,1,2,5
46130,Northland Community Pre-School,04-4758062,office@ncpreschool.co.nz,"137 Mairangi Road, Northland Wellington",137 Mairangi Road,Northland,Wellington,Education & Care Service,,Community based,Yes,,Te Tai Runga,EQI > 5,Wellington City,Major urban area,Wellington Region,Wellington,Ohariu,Te Tai Tonga,250100,Wilton,Onslow-Western Ward,Daniel Johnston,"137 Mairangi Road, Northland Wellington 6012",137 Mairangi Road,Northland,Wellington 6012,,,,-41.267575,174.765959,30,10,0,4,5,11,14,0,34,30,5,2,2,2
46132,Noah's Ark Early Learning Centre,06-347 7941,,"19 Tawa Street, Gonville Whanganui",19 Tawa Street,Gonville,Whanganui,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI 4,Whanganui District,Large urban area,Manawatu-Wanganui Region,"Taranaki,Whanganui,Manawatū",Whanganui,Te Tai Hauauru,225800,Gonville South,Area Outside Ward,Kevin Cate,"77 Marybank Road,  Whanganui 4572",77 Marybank Road,,Whanganui 4572,06-345 8552,,,-39.94288636,175.0351184,50,18,1,19,10,19,12,0,61,49,23,3,6,0
46134,Maketu Kidettes Early Education Centre,021-983687,nellie@kidettes.co.nz,"8 School Rd,  Maketu",8 School Rd,,Maketu,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI 2,Western Bay of Plenty District,Rural settlement,Bay of Plenty Region,"Bay of Plenty,Waiariki",East Coast,Waiariki,192300,Maketu,Maketu-Te Puke Ward,Nellie Tongalea,"22 Roulston Street,  Pukekohe 2120",22 Roulston Street,,Pukekohe 2120,,99086,Te Puke Community of Learning,-37.76206453,176.4560788,22,0,0,0,1,12,10,0,23,7,22,0,0,2
46138,Pukeko Preschool Pakuranga Heights,09-576 4822,pukekopreschoolph@gmail.com,"Pakuranga Heights School 77 Udys Road, Pakuranga Heights Auckland",Pakuranga Heights School 77 Udys Road,Pakuranga Heights,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tamaki Makaurau,149800,Pakuranga Central,Howick Ward,Mira Mautner,"48 Waipa Street, Birkenhead Auckland 0626",48 Waipa Street,Birkenhead,Auckland 0626,09-482 2454,,,-36.91584769,174.8824694,40,10,1,9,7,14,12,0,43,30,16,15,7,2
46140,Etu Ao - Niu,04-2323069,office@wmkindergartens.org.nz,"211 Main Road, Tawa Wellington",211 Main Road,Tawa,Wellington,Homebased Network,"Samoan ECE Service, Non-denominational",Community based,Yes,,Te Tai Runga,EQI 1,Wellington City,Major urban area,Wellington Region,Wellington,Ohariu,Te Tai Hauauru,247900,Tawa Central,Northern Ward,Amanda Coulston,"P O Box 50743,  Porirua 5240",P O Box 50743,,Porirua 5240,04-232-3069,,,-41.16883178,174.8247433,80,80,3,11,12,2,4,0,32,2,14,15,11,4
46143,All About Children - 149 Mahia,,149mahiaroad@allaboutchildren.co.nz,"149 Mahia Road, Manurewa Auckland",149 Mahia Road,Manurewa,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 2,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,160600,Leabank,Manurewa-Papakura Ward,Manjot Juneja,"P O Box 15503, New Lynn Auckland 0640",P O Box 15503,New Lynn,Auckland 0640,027-504 6194,,,-37.0374011,174.8892446,40,0,0,0,3,12,17,2,34,4,9,25,4,3
46145,Awatere Early Learning Centre,03-5757420,,"15c Redwood Street,  Seddon",15c Redwood Street,,Seddon,Free Kindergarten,,Community based,Yes,,Te Tai Runga,EQI > 5,Marlborough District,Rural settlement,Marlborough Region,"Nelson,Marlborough,West Coast",Kaikoura,Te Tai Tonga,307000,Awatere,Wairau-Awatere Ward,Corina Naus,"82 Seymour Street,  Blenheim 7201",82 Seymour Street,,Blenheim 7201,03-578 4800,,,-41.67510175,174.0727475,40,0,0,0,12,9,14,0,35,31,7,1,1,3
46148,Cumberland Early Education Centre,07-8557516,ceo@kindergarten.org.nz,"341 Borman Road, Flagstaff-Hamilton Hamilton",341 Borman Road,Flagstaff-Hamilton,Hamilton,Education & Care Service,,Community based,Yes,,Te Tai Whenua,Not Applicable / Unknown,Hamilton City,Major urban area,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,175300,Flagstaff North,East Ward,Edna Frame,"P O Box 4311, Hamilton East Hamilton 3247",P O Box 4311,Hamilton East,Hamilton 3247,07-856 4649,,,-37.72346181,175.2527073,120,50,4,27,33,29,43,2,138,86,12,4,51,6
46150,Little Wonders Childcare (Roslyn),03-4763818,admin.littlewondersro@eeg.co.nz,"98 Taieri Road, Roslyn Dunedin",98 Taieri Road,Roslyn,Dunedin,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,EQI > 5,Dunedin City,Major urban area,Otago Region,"Otago,Southland",Dunedin,Te Tai Tonga,351000,Wakari,Area Outside Ward,Angela Sutton,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,03-476 3818,,,-45.86553621,170.4863018,100,35,11,20,18,22,25,0,96,80,23,4,8,0
46155,The Farmyard,06-8674565,manager@thefarmyard.school.nz,"160 Valley Road, Mangapapa Gisborne",160 Valley Road,Mangapapa,Gisborne,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Gisborne District,Large urban area,Gisborne Region,"Hawke's Bay,Tairāwhiti",East Coast,Ikaroa-Rawhiti,206200,Mangapapa East,Gisborne Ward,Kirsty-Maree Moiser,"P O Box 28113, Rototuna Hamilton 3256",P O Box 28113,Rototuna,Hamilton 3256,027-3874997,99083,Taha Whānau (Gisborne) Kāhui Ako,-38.6369218,178.0222939,110,30,2,26,23,23,27,0,101,84,26,3,8,9
46163,Active Explorers Grenada,04-4770582,sasha.stewart@eeg.co.nz,"1 Aruba Grove, Grenada Village Wellington",1 Aruba Grove,Grenada Village,Wellington,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,,Wellington City,Major urban area,Wellington Region,Wellington,Ohariu,Te Tai Tonga,248500,Grenada Village,Northern Ward,Sasha Stewart,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,,,,-41.20049658,174.8268885,90,28,4,18,14,16,17,0,69,43,6,5,25,6
46164,Bee Kids Childcare Centre,06-3277889,,"14 Hair Street,  Marton",14 Hair Street,,Marton,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI 4,Rangitikei District,Small urban area,Manawatu-Wanganui Region,"Taranaki,Whanganui,Manawatū",Rangitikei,Te Tai Hauauru,226700,Marton North,Marton Ward,Stephanie Boerboom,"2 Oakmont Grove, Heretaunga Upper Hutt 5018",2 Oakmont Grove,Heretaunga,Upper Hutt 5018,,,,-40.06816053,175.3802741,23,8,0,2,7,6,5,1,21,14,9,5,4,0
46165,Learning Adventures Maraenui,06-8439352,cm.maraenui@learningadventures.co.nz,"88 Bledisloe Road, Maraenui Napier",88 Bledisloe Road,Maraenui,Napier,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI 1,Napier City,Large urban area,Hawke's Bay Region,"Hawke's Bay,Tairāwhiti",Napier,Ikaroa-Rawhiti,215300,Maraenui,Nelson Park Ward,Teresa  Heke,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,06-8439352,99002,Matariki Community of Learning,-39.5191228,176.9011995,60,0,0,0,3,11,16,1,31,3,29,4,0,0
46171,Te Tuareka O Manurewa Punanga Reo,09-266 1192,,"1/119 Rowandale Avenue, Manurewa Auckland",1/119 Rowandale Avenue,Manurewa,Auckland,Education & Care Service,Cook Island ECE Service,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,159200,Homai West,Manurewa-Papakura Ward,Dorothy Ram,"P O Box 76085, Manukau Auckland 2241",P O Box 76085,Manukau,Auckland 2241,09-2560067,,,-37.02131532,174.8732241,50,10,1,9,4,15,18,1,48,1,16,47,1,0
46180,Timaru Christian Preschool,03-6869337,,"10 Quarry Road, Watlington Timaru",10 Quarry Road,Watlington,Timaru,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,EQI > 5,Timaru District,Medium urban area,Canterbury Region,"Canterbury,Chatham Islands",Rangitata,Te Tai Tonga,341000,Watlington,Timaru Ward,Bronwyn Davies,"55  Connells Road RD RD 4,  Timaru 7974",55  Connells Road RD RD 4,,Timaru 7974,03-6862942,99178,South Timaru Community of Learning,-44.40321141,171.2285922,35,0,0,0,2,12,23,0,37,25,6,6,7,1
46185,Inspired Minds Early Learning Centre,09-437 6357,R.a.destablishments@gmail.com,"99 Kiripaka Road, Tikipunga Whangarei",99 Kiripaka Road,Tikipunga,Whangarei,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 4,Whangarei District,Large urban area,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,106500,Tikipunga South,Denby Ward,Daniel  Williamson,"99 Kiripaka Road, Tikipunaga Whangarei 0112",99 Kiripaka Road,Tikipunaga,Whangarei 0112,09-437 6357,,,-35.69184096,174.3268699,30,0,0,1,14,4,10,1,30,19,17,1,2,1
46186,Bambinos Early Childhood Centre (Tawa St),07-5755204,,"20 Tawa Street,  Mount Maunganui",20 Tawa Street,,Mount Maunganui,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Tauranga City,Major urban area,Bay of Plenty Region,"Bay of Plenty,Waiariki",Tauranga,Waiariki,193900,Mount Maunganui Central,Mount Maunganui-Papamoa Ward,Lynda Grant,"P O Box 4056,  Mount Maunganui 3149",P O Box 4056,,Mount Maunganui 3149,07-5755204,99064,Kāhui Ako ki Mauao,-37.64474727,176.1872083,50,20,3,21,5,8,14,1,52,44,11,1,6,3
46187,Apii Potiki Glen Innes Community Pre-School,09-528 5824,,"38-42 Eastview Road, Glen Innes Auckland",38-42 Eastview Road,Glen Innes,Auckland,Education & Care Service,Cook Island ECE Service,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Maungakiekie-Tamaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Tamaki,Tamaki Makaurau,144700,Glen Innes West,Maungakiekie-Tamaki Ward,Marina Ngakiau,"P O Box 18414, Glen Innes Auckland 1743",P O Box 18414,Glen Innes,Auckland 1743,09-528 5824,,,-36.87381451,174.8563678,50,10,0,4,8,14,9,1,36,0,11,31,0,1
46188,Kuddles In-Home Childcare & Education - 4,09-625 6621,,"6 Tarndale Grove, Rosedale Auckland",6 Tarndale Grove,Rosedale,Auckland,Homebased Network,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Upper Harbour,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,118600,North Harbour,Albany Ward,Brett Morris,"P O Box 300688, Albany Auckland 0752",P O Box 300688,Albany,Auckland 0752,09-4150 535,,,-36.74591185,174.7042058,50,50,4,12,16,6,4,2,44,7,0,0,39,2
46190,Creative Garden ELC - Dawson,09-273 9688,garg.m@hotmail.com,"100 Dawson Road, Otara Auckland",100 Dawson Road,Otara,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 1,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Botany,Tamaki Makaurau,157200,Rongomai East,Manukau Ward,Mukesh Garg,"6 Vin Alto Drive, Flat Bush Auckland 2016",6 Vin Alto Drive,Flat Bush,Auckland 2016,09-259 3030,,,-36.97563764,174.8939251,80,20,2,11,8,21,25,0,67,3,15,52,5,0
46192,Grace Christian Community Preschool,09-553 9628,,"28 Rimu Street, New Lynn Auckland",28 Rimu Street,New Lynn,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Whau,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Kelston,Tamaki Makaurau,132600,New Lynn North West,Whau Ward,Kenneth Leong,"418 Ridge Road RD 3, Coatesville Auckland 0793",418 Ridge Road RD 3,Coatesville,Auckland 0793,,,,-36.90574401,174.6746832,57,0,0,0,2,17,12,2,33,4,8,19,7,0
46195,Pukeatua Childcare Centre,04-9206469,,"17 Fraser Street, Wainuiomata Lower Hutt",17 Fraser Street,Wainuiomata,Lower Hutt,Education & Care Service,,Community based,Yes,,Te Tai Runga,EQI 2,Lower Hutt City,Major urban area,Wellington Region,Wellington,Hutt South,Ikaroa-Rawhiti,247100,Wainuiomata Central,Wainuiomata Ward,Mereana Storey,"P O Box 43161, Wainuiomata Lower Hutt 5014",P O Box 43161,Wainuiomata,Lower Hutt 5014,04-9206469,99090,Wainuiomata Community of Learning,-41.26354378,174.945647,34,10,1,5,8,8,3,1,26,11,15,10,4,0
46196,Active Explorers Kaiwharawhara,04-4739939,sasha.stewart@eeg.co.nz,"172 Hutt Road, Kaiwharawhara Wellington",172 Hutt Road,Kaiwharawhara,Wellington,Education & Care Service,,Privately owned,Yes,,Te Tai Runga,EQI > 5,Wellington City,Major urban area,Wellington Region,Wellington,Ohariu,Te Tai Tonga,250700,Pipitea-Kaiwharawhara,Onslow-Western Ward,Sasha Stewart,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,,,,-41.25708741,174.7944055,43,13,,,,,,,,,,,,
46197,Te Puna Reo O Raparapaririki,06-8648676,,"13 Tuparoa Road,  Ruatoria",13 Tuparoa Road,,Ruatoria,Education & Care Service,Māori ECE Service (excluding TKR),Community based,Yes,,Te Tai Whenua,EQI 2,Gisborne District,Rural settlement,Gisborne Region,"Hawke's Bay,Tairāwhiti",East Coast,Ikaroa-Rawhiti,204900,Ruatoria-Raukumara,Matakaoa-Waiapu Ward,Sierra  Blane,"Te Kura Kaupapa Maori o Te Waiu 13 Tuparoa Road,  Ruatoria",Te Kura Kaupapa Maori o Te Waiu 13 Tuparoa Road,,Ruatoria,06-8648676,99162,Te Kāhui Ako o Ngā Kura Kaupapa Māori o Ngāti Porou,-37.8901151,178.3208824,35,5,0,4,6,3,5,0,18,2,18,0,0,0
46199,Little Discoverers,07-8564424,nichole@littlediscoverers.co.nz,"109 Cambridge Road, Hillcrest Hamilton",109 Cambridge Road,Hillcrest,Hamilton,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,Hamilton City,Major urban area,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,180700,Hillcrest East (Hamilton City),East Ward,Nichole Brett,"109 Cambridge Road, Hillcrest Hamilton 3216",109 Cambridge Road,Hillcrest,Hamilton 3216,07-8564424,,,-37.79831147,175.3155911,44,10,1,5,7,6,7,1,27,21,7,1,4,0
46200,Kids Barn Childcare Centre,06-2788592,,"129 Fairfield Road,  Hawera",129 Fairfield Road,,Hawera,Education & Care Service,,Privately owned,Yes,,Te Tai Whenua,EQI > 5,South Taranaki District,Small urban area,Taranaki Region,"Taranaki,Whanganui,Manawatū",Whanganui,Te Tai Hauauru,221800,Ramanui,Tangahoe Ward,Kirsten Gilberd,"129 Fairfield Road,  Hawera 4610",129 Fairfield Road,,Hawera 4610,06-278 8424,99167,South Taranaki - Hāwera Community of Learning,-39.6016716,174.2775204,62,12,2,6,19,14,24,0,65,59,12,1,3,1
46201,Brilliant Minds Early Childhood Centre,09-625 8844,,"30 Carr Road, Three Kings Auckland",30 Carr Road,Three Kings,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Puketapapa,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Roskill,Tamaki Makaurau,142000,Hillsborough North (Auckland),Albert-Eden-Roskill Ward,Paayal Garg,"5 Drover Close, Flat Bush Auckland 2016",5 Drover Close,Flat Bush,Auckland 2016,,,,-36.91361555,174.7519403,68,20,0,6,11,20,11,0,48,5,2,8,36,3
