service_number,service_name.x,telephone,email,service_address,street,suburb,town_city,service_type,definition,x20_hours_ece,equity_index_eqi,education_region,management_contact_name,full_management_address.x,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other,full_management_address.y,service_name.y,enrollment_total,max_licensed_positions_total,owner_name,funder_name,company_source_link,owner_source_link,additional_source_if_necessary,methodology_to_link,notes
45949,Kidz Kindy Tauranga,07-5783600,admin@kidzkindy.co.nz,"107 First Avenue, Tauranga Central Tauranga",107 First Avenue,Tauranga Central,Tauranga,Education & Care Service,,Yes,EQI > 5,"Bay of Plenty,Waiariki",Jordan Mawer,"18 Sirrah st,  Gisborne 4010",18 Sirrah st,,Gisborne 4010,,-37.6877333,176.1664024,60,25,4,13,3,12,19,0,51,33,15,5,11,6,"18 Sirrah st,  Gisborne 4010",Kidz Kindy Tauranga,51,60,Jam Jar Education Limited,"Habitat Solutions Limited, Moana James Limited",https://www.kidzkindy.co.nz/our-centres/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/8378742/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F8378742%3Fbackurl%3DH4sIAAAAAAAAAE3MSwqAIBAA0NPkpoXQXiL6QFAQ2AWGZijBrHQMun0RBG3f4skdZgrSODSnwQhWBgI%252FLbnfLI3XTqroOnGopm61HpOsTNMemAXgCW4iHMCRVewjiXVDUp%252BLZ6yM1wwcw3s8oJcf3ItPw%252Bt6AAAA,,"Address match on business profile. Found by tracing company director now worked for, with same address, from now-defunt LTD with the same address.","Seems to be private equity-backed funders. Formally registered with a ""Z"" as Kidz Kindy (through Roisst Private Rquity Limited), but Roisst is now defunct: https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6207348/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6207348"
45952,BestStart North Road,03-2158374,,"122 North Road,  Invercargill",122 North Road,,Invercargill,Education & Care Service,,Yes,EQI > 5,"Otago,Southland",Pamela Thomas,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-46.3842977,168.3469237,67,20,5,14,19,19,17,0,74,49,16,1,12,10,"P O Box 276177, Manukau City South Auckland 2241",BestStart North Road,74,67,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
45957,BestStart Elles Road,03-216 8769,,"200 Elles Road,  Invercargill",200 Elles Road,,Invercargill,Education & Care Service,,Yes,EQI 3,"Otago,Southland",Pamela Thomas,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-46.4251526,168.3617631,75,25,2,21,24,17,27,0,91,56,33,7,8,10,"P O Box 276177, Manukau City South Auckland 2241",BestStart Elles Road,91,75,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
45958,Busy Bees Brooklyn,04-8025782,info@brooklyn.busybees.org.nz,"37-41 Cleveland Street, Brooklyn Wellington",37-41 Cleveland Street,Brooklyn,Wellington,Education & Care Service,,Yes,Not Applicable / Unknown,Wellington,Marie-Luce Matonog,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,04-802 5782,-41.3052063,174.7646424,114,35,6,19,24,16,21,2,88,60,5,3,39,6,"PO Box 628,  Whangaparaoa 0949",Busy Bees Brooklyn,88,114,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
45976,Magic Kingdom Childcare,09-964 0514,childcare@magickingdom.co.nz,"115 Boundary Road, Blockhouse Bay Auckland",115 Boundary Road,Blockhouse Bay,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Nikeeta Singh,"P O Box 80155, Green Bay Auckland 0643",P O Box 80155,Green Bay,Auckland 0643,09-337 0033,-36.91882519,174.7134806,60,15,4,11,8,16,19,0,58,21,2,5,40,2,"P O Box 80155, Green Bay Auckland 0643",Magic Kingdom Childcare,58,60,Chrysalis Group Limited,"Darius Singh, Kieeta Sharma Singh",https://www.chrysaliscare.co.nz/about/#our-story,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2362293/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F2362293,,Nikeeta Singh named as owner within ECE data andbusiness profile. Also named within website as owners.,
45998,All About Children - Marton,06-3277400,,"394 Wellington Road,  Marton",394 Wellington Road,,Marton,Education & Care Service,,Yes,EQI 4,"Taranaki,Whanganui,Manawatū",Megan Woods,"PO Box 72002,  Papakura 2244",PO Box 72002,,Papakura 2244,027-5333626,-40.07295482,175.3783002,59,15,1,8,15,12,12,1,49,30,13,6,3,8,"PO Box 72002,  Papakura 2244",All About Children - Marton,49,59,Kids World Childcare Limited,"Surjeet Kaur Juneja, Surjit Singh Juneja",https://www.allaboutchildrenchildcare.co.nz/childcare-avondale-auckland/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5574226/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5574226,https://ero.govt.nz/institution/10189/all-about-children-avondale,Kids World Childcare Limited named by ERO and email address on business profile matches website.,
46009,Busy Bees Judsons Rd,03-312 2179,,"6 Judsons Road,  Woodend",6 Judsons Road,,Woodend,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Sarah Mardon,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,03-312 2179,-43.32930819,172.6674161,75,25,6,15,20,29,24,1,95,87,14,1,4,8,"PO Box 628,  Whangaparaoa 0949",Busy Bees Judsons Rd,95,75,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
46011,BestStart Weymouth,09-2665771,weymouth@best-start.org,"5 Churchill Ave, Manurewa Auckland",5 Churchill Ave,Manurewa,Auckland,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.02602216,174.8943953,122,20,4,17,18,36,38,0,113,22,39,47,39,1,"P O Box 276177, Manukau City South Auckland 2241",BestStart Weymouth,113,122,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
46020,Kauri Montessori,03-5489186,,"39 Tukuka Street,  Nelson",39 Tukuka Street,,Nelson,Education & Care Service,Montessori,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Sithy Mowjood,"P O Box 1167,  Nelson 7040",P O Box 1167,,Nelson 7040,,-41.29065651,173.2695238,42,10,0,12,10,6,15,0,43,34,3,2,5,12,"P O Box 1167,  Nelson 7040",Kauri Montessori,43,42,Bays Montessori Limited,"Sithy Mowjood, Ahamad Ramzi Mowjood",https://baysmontessori.co.nz/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/8581651/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F8581651,,ECE management matches business profile (Sithy Mowjood).,
46027,Lollipops Petone,04-909 7272,sasha.stewart@eeg.co.nz,"121 The Esplande, Petone Lower Hutt",121 The Esplande,Petone,Lower Hutt,Education & Care Service,,Yes,Closed Service,Wellington,Sasha Stewart,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,,-41.22683398,174.8727889,110,40,2,21,25,20,28,0,96,80,13,2,17,7,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Lollipops Petone,96,110,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
46029,Lollipops Waiwhetu,04-5860586,sasha.stewart@eeg.co.nz,"30 Waikare Avenue, Waiwhetu Lower Hutt",30 Waikare Avenue,Waiwhetu,Lower Hutt,Education & Care Service,,Yes,EQI 4,Wellington,Sasha Stewart,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,,-41.22503131,174.9135256,75,25,4,16,16,19,14,0,69,44,7,6,23,3,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Lollipops Waiwhetu,69,75,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
46032,Kids Count ECE Marne Rd,09-295 0090,marne@kidscount.co.nz,"69 Marne Road,  Papakura",69 Marne Road,,Papakura,Education & Care Service,,Yes,EQI 1,Tāmaki Herenga Waka,Mary McLeod,"45A Clarence Street, Devonport Auckland 0624",45A Clarence Street,Devonport,Auckland 0624,09-297 7678,-37.07015782,174.9520411,117,20,1,14,40,31,42,4,132,42,106,39,10,7,"45A Clarence Street, Devonport Auckland 0624",Kids Count ECE Marne Rd,132,117,Kids Count Limited,"Anthony Roscoe McLeod, Mary Christine McLeod, Anthony William Shannon McLeod, DHT 7 Limited, DHT 3 Limited",https://www.kidscount.co.nz/kelvin-road,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2267369/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F2267369,,Matches LTD named on website and address business profile matches ECE management address.,
46035,Learning Adventures Flaxmere,06-8799352,cm.flaxmere@learningadventures.co.nz,"2 Blyth Street, Flaxmere Hastings",2 Blyth Street,Flaxmere,Hastings,Education & Care Service,,Yes,EQI 1,"Hawke's Bay,Tairāwhiti",Lana  Graham,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,06-8799352,-39.6153769,176.7723368,60,0,0,0,9,17,22,1,49,9,32,18,4,0,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Learning Adventures Flaxmere,49,60,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
46037,BestStart Bader Street,07-843 2812,bader@best-start.org,"8-10 Bader Street, Melville Hamilton",8-10 Bader Street,Melville,Hamilton,Education & Care Service,,Yes,EQI 3,Waikato,Julie Bradley,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,07-000,-37.80859988,175.2873887,65,15,3,13,12,18,13,1,60,15,25,14,19,5,"P O Box 276177, Manukau City South Auckland 2241",BestStart Bader Street,60,65,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
46046,Wee Nippers Early Childhood Centre,03-05089336477,manager.invercargill@weenippers.co.nz,"271 Tweed Street,  Invercargill",271 Tweed Street,,Invercargill,Education & Care Service,,Yes,EQI 4,"Otago,Southland",George Crossan,"P O Box 997,  Queenstown 9348",P O Box 997,,Queenstown 9348,03-05089336477,-46.41817253,168.3594159,90,40,8,21,22,22,26,1,100,83,17,10,12,4,"P O Box 997,  Queenstown 9348",Wee Nippers Early Childhood Centre,100,90,Wee Nippers (Mosgiel) Limited,"George Stanley Crossan, Simone Jodie Flight",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5307502/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5307502,https://ero.govt.nz/institution/46744/wee-nippers-mosgiel-ltd,Management tied to ECE and business profile,George Crossan is management.
46047,Next Generation Birkenhead,09-419 4481,jes@nextgenerationchildcare.co.nz,"76 Birkenhead Avenue, Birkenhead Auckland",76 Birkenhead Avenue,Birkenhead,Auckland,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Tāngata,Jessica Dodd,"2 Rarere Road, Hauraki North Shore City 0622",2 Rarere Road,Hauraki,North Shore City 0622,,-36.80903945,174.7253571,50,20,2,18,14,10,8,0,52,39,1,0,2,12,"2 Rarere Road, Hauraki North Shore City 0622",Next Generation Birkenhead,52,50,Next Generation Childcare Company Limited,"Alan Maxwell Moselen, Maree Gwenda Moselen",https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/803559/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F803559,,https://ero.govt.nz/institution/47492/next-generation,ECE address matches business profile and ERO.,
46053,Learning Adventures Katikati,07-5495536,,"80 Main Road,  Katikati",80 Main Road,,Katikati,Education & Care Service,,Yes,EQI 4,"Bay of Plenty,Waiariki",Katherine McElhinney,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,021-2221411,-37.55639918,175.9165309,48,10,3,2,8,10,11,0,34,20,14,7,4,0,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Learning Adventures Katikati,34,48,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
46056,Bizzy Bodz Early Learning Centre Gisborne,06- 8684872,gisborne@bizzybodzeducare.co.nz,"804 Gladstone Road, Te Hapara Gisborne",804 Gladstone Road,Te Hapara,Gisborne,Education & Care Service,,Yes,EQI 2,"Hawke's Bay,Tairāwhiti",Kayla Wells,"P O Box 53, Whitford South Auckland 2149",P O Box 53,Whitford,South Auckland 2149,027-8452451,-38.65100434,177.9936355,45,12,2,11,12,10,21,0,56,16,42,9,5,1,"P O Box 53, Whitford South Auckland 2149",Bizzy Bodz Early Learning Centre Gisborne,56,45,Bizzy Bodz Educare Limited,"Joanne Margaret Adamson, Blair Andrew Pocock, Richard John Stovell, Diana Wendy Stovell",https://www.bizzybodzeducare.co.nz/copy-of-contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6669034/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F6669034,,Service addresses on address matches LTD,No perfect address match or management match.
46057,Active Explorers Upper Hutt,04-5280528,sasha.stewart@eeg.co.nz,"851-857 Fergusson Drive, Upper Hutt CBD Upper Hutt",851-857 Fergusson Drive,Upper Hutt CBD,Upper Hutt,Education & Care Service,Non-denominational,Yes,EQI > 5,Wellington,Sasha Stewart,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,,-41.12554434,175.0687548,98,24,1,16,19,27,26,0,89,62,13,6,19,3,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Active Explorers Upper Hutt,89,98,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
46058,"Te Rito, Te Puna Reo",09-4060140,terito.hailey@gmail.com,"21 East Street, RD 3,  Kaitaia","21 East Street, RD 3",,Kaitaia,Education & Care Service,,Yes,EQI 1,Tai Tokerau,Hailey-Jane Tobin,"21 East Street RD RD 3,  Kaitaia 0483",21 East Street RD RD 3,,Kaitaia 0483,09-4060140,-34.99656079,173.4634054,60,20,0,4,4,7,10,0,25,8,23,0,0,0,"21 East Street RD RD 3,  Kaitaia 0483","Te Rito, Te Puna Reo",25,60,"Nga Reo O Te Rito Limited dba Te Rito, Te Kāinga Reo",Hailey-Jane Tobin,,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5394861/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5394861%3Fbackurl%3DH4sIAAAAAAAAAEWMSwrCQBBEbzObLGIUl40IfhZmISYXaGZaHch87O5RcnsNRoRavHpQVWe8kdQ2hYzRf0gI2d43DzAU1evYj5kEtm07905Rixw5lfzVPtrE%252BcApwMx9AoPOMYn817M40fhK7GDZVHsUrTplIq0uuykrI4qssDCDD16hWRu5ghE3%252FT0xWnJnjDSAciETkiP4%252BTeywYKwyAAAAA%253D%253D,,Name and address matched between ECE and business profile.,
46059,Busy Bees Pukekohe,09-238 4370,manager@pukekohe.busybees.org.nz,"47 A Ward Street,  Pukekohe",47 A Ward Street,,Pukekohe,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Priya Prasad,"P O Box 628,  Whangaparaoa 0949",P O Box 628,,Whangaparaoa 0949,09-238 4370,-37.21075423,174.8944951,75,16,3,5,14,17,17,0,56,35,6,10,16,7,"P O Box 628,  Whangaparaoa 0949",Busy Bees Pukekohe,56,75,Busy Bees,Eagle Superco Limited,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,,
46060,Busy Bees Kawatiri,03-7896369,info@kawatiri.busybees.org.nz,"149 Derby Street,  Westport",149 Derby Street,,Westport,Education & Care Service,,Yes,EQI 2,"Nelson,Marlborough,West Coast",Tina  Holland,"P O Box 628,  Whangaparaoa 0949",P O Box 628,,Whangaparaoa 0949,03-7895151,-41.75951407,171.6073995,72,18,2,9,13,11,11,1,47,34,12,0,3,2,"P O Box 628,  Whangaparaoa 0949",Busy Bees Kawatiri,47,72,Busy Bees,Eagle Superco Limited,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,,
46070,Little Earth Montessori Remuera,09-520 0021,,"45 Ascot Avenue, Remuera Auckland",45 Ascot Avenue,Remuera,Auckland,Education & Care Service,Montessori,Yes,EQI > 5,Tāmaki Herenga Manawa,Sheree Davys,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-2960522,-36.88490613,174.8014412,45,8,0,5,13,4,10,0,32,16,2,0,16,2,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Little Earth Montessori Remuera,32,45,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
46073,Active Explorers Melville,07-8395354,,"130 Collins Road, Melville Hamilton",130 Collins Road,Melville,Hamilton,Education & Care Service,,Yes,EQI 4,Waikato,Dawn Harris,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,07-8380034,-37.82067613,175.2702259,100,30,4,15,17,28,23,0,87,50,26,3,29,2,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Active Explorers Melville,87,100,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
46076,Api Fakakoloa,09-2747790,linita.manuatu@apifakakoloa.co.nz,"66 Lovegrove Crescent, Otara Auckland",66 Lovegrove Crescent,Otara,Auckland,Homebased Network,Tongan ECE Service,Yes,EQI 2,Tāmaki Herenga Waka,Linita Manu'atu,"P O Box 22048, Otahuhu Auckland 1062",P O Box 22048,Otahuhu,Auckland 1062,09-2747493,-36.96093428,174.8756812,60,60,2,8,8,10,10,1,39,0,1,39,1,0,"P O Box 22048, Otahuhu Auckland 1062",Api Fakakoloa,39,60,Api Fakakoloa Educational Services Limited dba Api Fakakoloa Home Base Educational Services,"Mele Ileini Taione, Johnny Grattan Vaea Taione",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/4581459/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F4581459,https://ero.govt.nz/institution/46076/api-fakakoloa,PO Box listed on business profile. Company listed on ERO,Appears to be in liquidation
46077,Blossoms Educare Pukekohe,09-238 1795,pukekohe@blossomseducare.co.nz,"29 Queen Street,  Pukekohe",29 Queen Street,,Pukekohe,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Sarabjit Sidhu,"22 Ryan Road RD4,  Pukekohe 2679",22 Ryan Road RD4,,Pukekohe 2679,09-2363160,-37.20146108,174.9008873,40,15,2,6,12,6,7,0,33,6,4,1,22,2,"22 Ryan Road RD4,  Pukekohe 2679",Blossoms Educare Pukekohe,33,40,Blossoms Educare Limited,"Baljit Singh GREWAL, Sarabjit SIDHU",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2496438/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F2496438%3Fbackurl%3DH4sIAAAAAAAAAEXLMQ7CMAyF4dtkYQAGRguxwEAHJHoBExuI1MTBdkC9PUUUsf3vk96y4o1tGSVXLGkqY9R43z7gMoiZZFswtYjKgYsnH%252FuxssGu6%252BZ9dvRmB5VWv5xKFK17lQxz9wIBiZTN%252Fu8Zjjy%252BRAmCOarDKgwpJ4f1Jth1Qvo8n1gi0wkLD%252BDaOGQhhp%252B%252FAdkv%252FCnCAAAA,https://ero.govt.nz/institution/25338/blossoms-educare-limited,Address listed on business profile and management company named on ERO website.,
46087,BestStart Vardon Road,07-8493231,vardon@best-start.org,"2 Hampton Place, Te Rapa Hamilton",2 Hampton Place,Te Rapa,Hamilton,Education & Care Service,,Yes,EQI > 5,Waikato,Julie Bradley,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,07-000,-37.76240754,175.2556236,65,15,3,8,9,14,16,2,52,19,19,5,14,7,"P O Box 276177, Manukau City South Auckland 2241",BestStart Vardon Road,52,65,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
46097,Scribbles Early Education Centre,09-527 1811,marina@scribbleseec.co.nz,"297-301 Mt Wellington Highway, Mt Wellington Auckland",297-301 Mt Wellington Highway,Mt Wellington,Auckland,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Manawa,Marina Vlasic,"P O Box 26481, Epsom Auckland 1344",P O Box 26481,Epsom,Auckland 1344,09-527 1811,-36.91458302,174.8385652,110,35,5,17,19,22,19,0,82,31,28,36,20,9,"P O Box 26481, Epsom Auckland 1344",Scribbles Early Education Centre,82,110,Scribbles Early Education Centre Limited,"Vince Grgicevich, Marina Grgicevich",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/3379058/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F3379058,,Director match (Vince Grgicevich and Marina Grgicevich).,"I think Junior Junction and Scribbles could be connected but I don't have enough hard evidence like a PO box to confirm. ERO page on a Junior Junction said there are four centers and the webpage lists the Lunn Ave location. But in the ECE data, it names Junior Junction Lunn Ave alongside Scribbles centers.  Vince Grgicevich is named as a director on both business profiles."
46103,New Shoots Children's Centre - Hamilton Central,07-8593377,hamilton@newshoots.co.nz,"109 - 117 Tristram Street, Hamilton Central Hamilton",109 - 117 Tristram Street,Hamilton Central,Hamilton,Education & Care Service,,Yes,EQI > 5,Waikato,Gill Palmer,"P O Box 11567, Palm Beach Papamoa 3151",P O Box 11567,Palm Beach,Papamoa 3151,07-8593377,-37.79041205,175.2787092,97,36,10,29,24,27,21,1,112,94,22,4,17,4,"P O Box 11567, Palm Beach Papamoa 3151",New Shoots Children's Centre - Hamilton Central,112,97,New Shoots Limited,,https://newshoots.co.nz/careers/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/3075491/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F3075491%2Fdirectors%3Fbackurl%3D%252Fcompanies%252Fapp%252Fui%252Fpages%252Fcompanies%252F3075491,,"Name matches. PO Box did not match exactly because of an accounting firm that likely masks the PO Box. However, there were matches on the New Shoots Limited directors, listed owners and management personnel named elsewhere in the data. See “new shoots” tab for more. Matches included Kelly Lambert and Nicola “Nikki” Prendergast as managers and listed in the New Shoots handbook as owner.",
46108,Lollipops Bell Block,06-7594366,,"14-16 Pohutukawa Place, Bell Block New Plymouth",14-16 Pohutukawa Place,Bell Block,New Plymouth,Education & Care Service,,Yes,EQI > 5,"Taranaki,Whanganui,Manawatū",Misty Murray,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,022-6584761,-39.03589793,174.1402719,120,20,3,19,14,31,24,1,92,60,38,10,11,6,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Lollipops Bell Block,92,120,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
