service_number,service_name.x,telephone,email,service_address,street,suburb,town_city,service_type,definition,x20_hours_ece,equity_index_eqi,education_region,management_contact_name,full_management_address.x,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other,full_management_address.y,service_name.y,enrollment_total,max_licensed_positions_total,owner_name,funder_name,company_source_link,owner_source_link,additional_source_if_necessary,methodology_to_link,notes
47106,The Children's House Greymouth,03-7686221,,"37 Alexander street,  Greymouth",37 Alexander street,,Greymouth,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Cathryn Mitchell,"199 Stafford St, Hokitika Hokitika 7810",199 Stafford St,Hokitika,Hokitika 7810,03-7558489,-42.4532468,171.2115434,50,16,3,9,14,10,9,1,46,35,11,1,5,7,"199 Stafford St, Hokitika Hokitika 7810",The Children's House Greymouth,46,50,,,,,,,
47108,Elm Tree Early Learning Centre,07-5779053,nicola@elmtree.co.nz,"16 Mission Street,  Tauranga",16 Mission Street,,Tauranga,Education & Care Service,,Yes,EQI > 5,"Bay of Plenty,Waiariki",Nicola Brown,"P O Box 14238, Tauranga Mail Centre Tauranga 3143",P O Box 14238,Tauranga Mail Centre,Tauranga 3143,,-37.6772921,176.1682141,83,18,4,14,20,16,16,0,70,62,11,3,10,3,"P O Box 14238, Tauranga Mail Centre Tauranga 3143",Elm Tree Early Learning Centre,70,83,,,,,,,
47109,4woods Early Learning Centre,07-5735788,4woods@kinect.co.nz,"100 Cameron Road,  Te Puke",100 Cameron Road,,Te Puke,Education & Care Service,,Yes,EQI 4,"Bay of Plenty,Waiariki",Nicole Ellwood,"100 Cameron Road,  Te Puke",100 Cameron Road,,Te Puke,07-5735788,-37.79281803,176.3172813,45,15,2,6,12,15,14,0,49,34,14,2,10,0,"100 Cameron Road,  Te Puke",4woods Early Learning Centre,49,45,,,,,,,
47111,Te Pākārito,07-2626006,tepakaritoltd@gmail.com,"28 Railway Road,  Rotorua",28 Railway Road,,Rotorua,Education & Care Service,Māori ECE Service (excluding TKR),Yes,EQI 4,"Bay of Plenty,Waiariki",Tiffy Te Moni,"28 Railway Road,  Rotorua 3015",28 Railway Road,,Rotorua 3015,07-3489764,-38.12233347,176.2344721,32,5,1,4,6,5,8,4,28,2,28,1,2,0,"28 Railway Road,  Rotorua 3015",Te Pākārito,28,32,,,,,,,
47119,Thrive Early Learning Centre,03-5778866,gemma@thriveelc.com,"203 Howick Road, Witherlea Blenheim",203 Howick Road,Witherlea,Blenheim,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Gemma Webster,"3 Safe Street,  Blenheim 7201",3 Safe Street,,Blenheim 7201,027-376 0605,-41.53906435,173.9506215,38,8,1,10,14,12,15,0,52,42,3,1,7,2,"3 Safe Street,  Blenheim 7201",Thrive Early Learning Centre,52,38,,,,,,,
47124,Little Wonders Pegasus,03-6629060,leonie.mcbride@eeg.co.nz,"154 Infinity Drive,  Pegasus",154 Infinity Drive,,Pegasus,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Leonie McBride,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,027-5324740,-43.31065512,172.6941895,65,20,1,9,12,17,18,1,58,49,9,0,9,3,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Little Wonders Pegasus,58,65,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
47126,BestStart East Tamaki Road,09-972 4662,botanyjunction@best-start.org,"38 East Tamaki Road, Papatoetoe Auckland",38 East Tamaki Road,Papatoetoe,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.96742096,174.8605034,100,24,8,12,25,25,24,3,97,13,2,18,80,6,"P O Box 276177, Manukau City South Auckland 2241",BestStart East Tamaki Road,97,100,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
47129,Kaleidoscope Childcare Centre,07-5786337,,"106 Eleventh Avenue,  Tauranga",106 Eleventh Avenue,,Tauranga,Education & Care Service,,Yes,EQI > 5,"Bay of Plenty,Waiariki",Marama Vryer,"106 Eleventh Avenue, Tauranga South Tauranga",106 Eleventh Avenue,Tauranga South,Tauranga,07-975 0034,-37.69912307,176.16022,68,16,4,11,18,23,16,1,73,66,21,3,6,2,"106 Eleventh Avenue, Tauranga South Tauranga",Kaleidoscope Childcare Centre,73,68,,,,,,,
47131,New Shoots Children's Centre - Pakuranga,09-2818218,pakuranga@newshoots.co.nz,"149 Cascades Road, Pakuranga Auckland",149 Cascades Road,Pakuranga,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Kelly Lambert,"P O Box 11567, Palm Beach Papamoa 3151",P O Box 11567,Palm Beach,Papamoa 3151,09-3203479,-36.91389797,174.902905,140,48,3,15,33,33,25,2,111,62,10,2,45,13,"P O Box 11567, Palm Beach Papamoa 3151",New Shoots Children's Centre - Pakuranga,111,140,New Shoots Limited,,https://newshoots.co.nz/careers/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/3075491/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F3075491%2Fdirectors%3Fbackurl%3D%252Fcompanies%252Fapp%252Fui%252Fpages%252Fcompanies%252F3075491,,"Name matches. PO Box did not match exactly because of an accounting firm that likely masks the PO Box. However, there were matches on the New Shoots Limited directors, listed owners and management personnel named elsewhere in the data. See “new shoots” tab for more. Matches included Kelly Lambert and Nicola “Nikki” Prendergast as managers and listed in the New Shoots handbook as owner.",
47132,Seedlings Early Learning Centre Knights Stream Park,03-2601435,cindy.paul@seedlingspreschool.co.nz,"8 Killarney Avenue, Halswell Christchurch",8 Killarney Avenue,Halswell,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Cindy Paul,"P O Box 37356, Halswell Christchurch 8025",P O Box 37356,Halswell,Christchurch 8025,03-3221335,-43.57055421,172.5370671,75,25,2,21,25,15,32,0,95,76,11,3,20,2,"P O Box 37356, Halswell Christchurch 8025",Seedlings Early Learning Centre Knights Stream Park,95,75,,,,,,,
47134,Nature's Wonder,06-764 7006,,"27 Stanners Street,  Eltham",27 Stanners Street,,Eltham,Education & Care Service,,Yes,EQI 4,"Taranaki,Whanganui,Manawatū",Mellanie Ogle,"289 High Street,  Eltham 4322",289 High Street,,Eltham 4322,06-764 8917,-39.42838704,174.2974376,44,12,2,16,9,20,18,0,65,63,5,0,4,2,"289 High Street,  Eltham 4322",Nature's Wonder,65,44,,,,,,,
47135,House of Wonder Chartwell by Busy Bees,07-2820986,info@howchartwell.busybees.org.nz,"33-41 Rutherford Street, Chartwell Hamilton",33-41 Rutherford Street,Chartwell,Hamilton,Education & Care Service,,Yes,EQI > 5,Waikato,Danielle Edwards,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,06-2820986,-37.74933177,175.2798827,80,24,2,22,18,19,27,2,90,68,32,7,20,6,"PO Box 628,  Whangaparaoa 0949",House of Wonder Chartwell by Busy Bees,90,80,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
47136,BestStart Kāpiti  Road,04-550 6832,kapiti@best-start.org,"304 Kāpiti Road,  Paraparaumu Beach",304 Kāpiti Road,,Paraparaumu Beach,Education & Care Service,,Yes,EQI > 5,Wellington,Lucie Hyett,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-40.89667907,174.9865466,50,8,0,0,7,3,6,0,16,9,3,1,4,2,"P O Box 276177, Manukau City South Auckland 2241",BestStart Kāpiti  Road,16,50,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
47138,Happy Kids At Home Childcare,027-,happykidsathome01@gmail.com,"4 Kenmure Ave, Forrest Hill Auckland",4 Kenmure Ave,Forrest Hill,Auckland,Homebased Network,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Xueling Qi,"4 Kenmure Ave, Forrest Hill North Shore City 0620",4 Kenmure Ave,Forrest Hill,North Shore City 0620,,-36.76009842,174.75515,80,80,8,19,10,10,14,0,61,5,0,0,61,0,"4 Kenmure Ave, Forrest Hill North Shore City 0620",Happy Kids At Home Childcare,61,80,,,,,,,
47142,Magicland Childcare,09-6002003,magiclandchildcare.albany@gmail.com,"287 Oteha Valley Road, Albany Auckland",287 Oteha Valley Road,Albany,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Ningning Li,"287 Oteha Valley Rd, Albany Auckland 0632",287 Oteha Valley Rd,Albany,Auckland 0632,09-6002003,-36.72575569,174.6979002,80,20,0,8,11,29,18,0,66,2,1,1,62,2,"287 Oteha Valley Rd, Albany Auckland 0632",Magicland Childcare,66,80,,,,,,,
47143,Buds and Blooms Childcare Centre,,,"77 Mahunga Drive, Favona Auckland",77 Mahunga Drive,Favona,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Selvi Goundar,"48 Hamilton Road, Papatoetoe Auckland 2025",48 Hamilton Road,Papatoetoe,Auckland 2025,09-257 4788,-36.9523726,174.7977172,50,10,4,6,10,6,3,2,31,8,8,16,10,2,"48 Hamilton Road, Papatoetoe Auckland 2025",,31,50,,,,,,,
47144,Busy Bees Terrace End,06-354 2624,,"104 - 110 Napier Road, Terrace End Palmerston North",104 - 110 Napier Road,Terrace End,Palmerston North,Education & Care Service,,Yes,EQI > 5,"Taranaki,Whanganui,Manawatū",Amanda Twigge,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,06-354 2624,-40.34331274,175.6442266,100,30,8,24,21,21,11,2,87,71,21,3,9,1,"PO Box 628,  Whangaparaoa 0949",Busy Bees Terrace End,87,100,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
47147,Just Four Kids Southland - Otago,03-2173970,,"294 Dee Street, Avenal Invercargill",294 Dee Street,Avenal,Invercargill,Homebased Network,,Yes,EQI > 5,"Otago,Southland",Suzanne  McNatty,"11 Layard Street, Windsor Invercargill 9810",11 Layard Street,Windsor,Invercargill 9810,03-2173970,-46.4004479,168.3470003,90,90,8,17,19,19,12,1,76,59,14,3,5,4,"11 Layard Street, Windsor Invercargill 9810",Just Four Kids Southland - Otago,76,90,,,,,,,
47148,Playtopia Educare,07-350 1341,,"2 Ti Street,  Rotorua",2 Ti Street,,Rotorua,Education & Care Service,,Yes,EQI 3,"Bay of Plenty,Waiariki",Sheela Rao,"52 Hillcrest Avenue, Hillcrest Rotorua",52 Hillcrest Avenue,Hillcrest,Rotorua,07-3496474,-38.14384766,176.2548031,40,0,0,0,10,8,7,2,27,1,6,4,16,1,"52 Hillcrest Avenue, Hillcrest Rotorua",Playtopia Educare,27,40,,,,,,,
47151,Stems From Home 3,0800-783378,admin@stemsfromhome.co.nz,"300 Weedons Ross Road,  Rolleston",300 Weedons Ross Road,,Rolleston,Homebased Network,,Yes,Not Applicable / Unknown,"Canterbury,Chatham Islands",Emma McAlister,"93A Beach Road, Mellons Bay Auckland",93A Beach Road,Mellons Bay,Auckland,0800-783378,-43.55644341,172.396835,80,80,1,14,10,8,6,0,39,33,5,2,4,1,"93A Beach Road, Mellons Bay Auckland",Stems From Home 3,39,80,Stems from Home Limited dba Stems from Home Ltd,"Marcus Cavill Wofinden, Stephany Francise Wofinden, Darin Tracy McAlister, Emma Maree McAlister",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/3238449/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F3238449,,Address matches business profile.,
47152,Step Ahead,09-435 2825,,"13 Grant Street, Kamo Whangarei",13 Grant Street,Kamo,Whangarei,Education & Care Service,,Yes,EQI > 5,Tai Tokerau,Vicky Brandso,"23 Moody Avenue, Whau Valley Whangarei 0112",23 Moody Avenue,Whau Valley,Whangarei 0112,,-35.68238754,174.3041642,30,0,,,,,,,,,,,,,"23 Moody Avenue, Whau Valley Whangarei 0112",Step Ahead,0,30,,,,,,,
47154,Curious Cubs City Early Learning Centre,07-8394130,Jenni@curiouscubs.co.nz,"150 Tristram Street, Hamilton Central Hamilton",150 Tristram Street,Hamilton Central,Hamilton,Education & Care Service,,Yes,EQI > 5,Waikato,Jennifer Potter,"150 Tristram Street, Hamilton Central Hamilton 3204",150 Tristram Street,Hamilton Central,Hamilton 3204,021-599875,-37.78613545,175.2761008,80,30,5,17,17,15,20,1,75,59,15,9,11,4,"150 Tristram Street, Hamilton Central Hamilton 3204",Curious Cubs City Early Learning Centre,75,80,,,,,,,
47155,Gore Preschool,03-208 4242,,"15 Pomona Street,  Gore",15 Pomona Street,,Gore,Education & Care Service,,Yes,EQI > 5,"Otago,Southland",Jacqueline Burns,"36D Kewa Road, Albany Auckland 0632",36D Kewa Road,Albany,Auckland 0632,027-4447497,-46.10536317,168.9327062,85,30,11,23,25,24,27,0,110,102,23,0,1,6,"36D Kewa Road, Albany Auckland 0632",Gore Preschool,110,85,,,,,,,
47156,Champion Kids Early Childhood Education,03-5444378,office@championkids.nz,"60 Champion Road,  Richmond",60 Champion Road,,Richmond,Education & Care Service,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Hana  Taylor,"P O Box 1480,  Nelson 7040",P O Box 1480,,Nelson 7040,03-5444378,-41.33754289,173.2061283,50,15,4,12,13,13,11,0,53,50,8,1,0,2,"P O Box 1480,  Nelson 7040",Champion Kids Early Childhood Education,53,50,,,,,,,
47162,Atamai Education & Care,09-2748818,losa.pouli@atamaieducare.co.nz,"18H Polaris Place, East Tamaki Auckland",18H Polaris Place,East Tamaki,Auckland,Homebased Network,Samoan ECE Service,Yes,EQI 3,Tāmaki Herenga Waka,Losa Pouli,"P O Box 58605, Botany Auckland 2163",P O Box 58605,Botany,Auckland 2163,,-36.93712628,174.9026673,80,80,9,15,19,8,17,2,70,0,0,69,1,0,"P O Box 58605, Botany Auckland 2163",Atamai Education & Care,70,80,,,,,,,
47165,Vintage Kids One Tree Hill,,office@vintagekids.nz,"70 Mariri Road, One Tree Hill Auckland",70 Mariri Road,One Tree Hill,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Sheree Thomason,"70 Mariri Road, One Tree Hill Auckland 1061",70 Mariri Road,One Tree Hill,Auckland 1061,09-5245574,-36.90840676,174.7863174,30,10,0,7,10,8,7,0,32,20,0,2,15,1,"70 Mariri Road, One Tree Hill Auckland 1061",Vintage Kids One Tree Hill,32,30,,,,,,,
47166,BestStart Cranford Street,03-926 3597,,"137-139 Cranford Street, St Albans Christchurch",137-139 Cranford Street,St Albans,Christchurch,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Shanna Proctor,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-43.50735851,172.6367115,100,25,1,17,14,22,27,0,81,56,13,6,20,9,"P O Box 276177, Manukau City South Auckland 2241",BestStart Cranford Street,81,100,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
47169,Grow ECE,07-9297718,,"58 Ashley Place, Papamoa Beach Papamoa",58 Ashley Place,Papamoa Beach,Papamoa,Education & Care Service,,Yes,EQI > 5,"Bay of Plenty,Waiariki",Nicola Thompson,"58 Ashley Place, Papamoa Tauranga 3118",58 Ashley Place,Papamoa,Tauranga 3118,07-9297718,-37.7147984,176.3142621,100,25,3,21,22,29,16,2,93,72,21,10,8,8,"58 Ashley Place, Papamoa Tauranga 3118",Grow ECE,93,100,,,,,,,
47170,Educare Adventure,04-2347931,adventure@educare.co.nz,"34 Resolution Drive, Whitby Porirua",34 Resolution Drive,Whitby,Porirua,Education & Care Service,,Yes,EQI > 5,Wellington,Aroha Te Rangi,"11 Wairau Drive, Tikipunga Whangarei 0112",11 Wairau Drive,Tikipunga,Whangarei 0112,,-41.11888746,174.8963233,99,20,1,23,34,28,23,0,109,92,13,7,20,1,"11 Wairau Drive, Tikipunga Whangarei 0112",Educare Adventure,109,99,Educare Group Limited,"Alan Brodie Lints, Jacqueline Jane Lints",https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1841286/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1841286,https://www.educare.co.nz/educare-centres/adventure/,,Email structure match and named by Educare website as locations,
47171,The Toy Maker's Cottage Preschool,09-3784542,caron@thetoymakerscottage.school.nz,"1 Partridge Street, Grey Lynn Auckland",1 Partridge Street,Grey Lynn,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Caron Michael,"1 Partridge Street, Grey Lynn Auckland 1021",1 Partridge Street,Grey Lynn,Auckland 1021,,-36.8642951,174.7504058,35,0,0,0,13,20,15,0,48,47,3,2,7,0,"1 Partridge Street, Grey Lynn Auckland 1021",The Toy Maker's Cottage Preschool,48,35,,,,,,,
47172,Pohutukawa Kindergarten Glendowie,09-5287160,melanie@pohutukawa.net.nz,"151 West Tamaki Road, Glen Innes Auckland",151 West Tamaki Road,Glen Innes,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Melanie Metson,"16 Arthur Street, Ellerslie Auckland 1051",16 Arthur Street,Ellerslie,Auckland 1051,09-579 5008,-36.87012879,174.8664469,38,0,0,0,9,14,9,1,33,24,4,1,7,7,"16 Arthur Street, Ellerslie Auckland 1051",Pohutukawa Kindergarten Glendowie,33,38,,,,,,,
47173,Hillpark Preschool (2021) Limited,09-2392577,hillparkpreschool@gmail.com,"192 Helenslee Road,  Pokeno",192 Helenslee Road,,Pokeno,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Angelique Dervin,"13 Horomia Road, Karaka South Auckland 2113",13 Horomia Road,Karaka,South Auckland 2113,09-2969339,-37.23089503,175.010379,30,0,0,0,5,13,18,1,37,19,4,4,17,1,"13 Horomia Road, Karaka South Auckland 2113",Hillpark Preschool (2021) Limited,37,30,,,,,,,
47174,Star Kids Childcare,09-974 2060,,"17 Clayton Road, Manurewa Auckland",17 Clayton Road,Manurewa,Auckland,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Somna  Chaudhary,"79 Lynbrooke Ave, Blockhouse Bay Auckland 0600",79 Lynbrooke Ave,Blockhouse Bay,Auckland 0600,09-974 2060,-37.03778963,174.8973357,48,10,0,8,12,20,19,4,63,1,29,31,14,2,"79 Lynbrooke Ave, Blockhouse Bay Auckland 0600",Star Kids Childcare,63,48,,,,,,,
47175,Grow Early Education Ltd,07-8274442,manager@growcambridge.org,"Grow Early Education Kaniera Terrace,  Cambridge",Grow Early Education Kaniera Terrace,,Cambridge,Education & Care Service,,Yes,EQI > 5,Waikato,Jayne Dahlberg,"Grow Early education Kaniera Terrace,  Cambridge 3434",Grow Early education Kaniera Terrace,,Cambridge 3434,027-3838977,-37.87263716,175.4869671,73,16,4,12,20,15,20,1,72,66,11,1,5,2,"Grow Early education Kaniera Terrace,  Cambridge 3434",Grow Early Education Ltd,72,73,,,,,,,
47178,Annabel's Educare - Arlington,03-3136346,ar@annabelseducare.co.nz,"26 Sandown Boulevard,  Rangiora",26 Sandown Boulevard,,Rangiora,Education & Care Service,,Yes,EQI > 5,"Canterbury,Chatham Islands",Annabel Sloss,"14 South Terrace,  Darfield 7510",14 South Terrace,,Darfield 7510,,-43.29553986,172.5699341,65,15,1,14,16,9,10,3,53,49,2,1,7,2,"14 South Terrace,  Darfield 7510",Annabel's Educare - Arlington,53,65,Annabel's Educare Limited,"Annabel Kate Sloss, Hamish Guy Ensor",https://www.annabelseducare.co.nz/locations/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2086646/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F2086646,,"Address match website, director in LTD match management in ECE data.",Annabel Sloss name match.
47179,Precious Years Learning Centre,09-4191826,info@preciousyears.co.nz,"213 Eskdale Road, Birkenhead Auckland",213 Eskdale Road,Birkenhead,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Raewyn Solomon,"2/171 Deep Creek Road, Torbay Auckland 0630",2/171 Deep Creek Road,Torbay,Auckland 0630,09-4191826,-36.79979133,174.7210173,32,8,,,,,,,,,,,,,"2/171 Deep Creek Road, Torbay Auckland 0630",Precious Years Learning Centre,0,32,,,,,,,
47182,Rainbow Kids Childcare,07-9499204,accounts@rainbowkids.co.nz,"191 Angelsea Street, Hamilton Central Hamilton",191 Angelsea Street,Hamilton Central,Hamilton,Education & Care Service,,Yes,EQI > 5,Waikato,Nicole Turner,"P O Box 1056,  Hamilton 3240",P O Box 1056,,Hamilton 3240,027-8280247,-37.79073373,175.2822619,124,45,11,30,21,28,29,2,121,95,30,6,23,13,"P O Box 1056,  Hamilton 3240",Rainbow Kids Childcare,121,124,,,,,,,
47183,Northcote Early Learning Centre,09-8692400,admin@northcote-elc.co.nz,"50 Lake Road, Northcote Auckland",50 Lake Road,Northcote,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Elizabeth Holmes,"50 Lake Road, Northcote Auckland 0627",50 Lake Road,Northcote,Auckland 0627,09-5204110,-36.80566423,174.7439772,105,50,10,39,33,23,14,1,120,79,8,3,42,10,"50 Lake Road, Northcote Auckland 0627",Northcote Early Learning Centre,120,105,,,,,,,
47184,Early Connections Childcare Centre,09-5366099,admin@earlyconnections.co.nz,"66 Seventh View Ave, Beachlands Auckland",66 Seventh View Ave,Beachlands,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Loren Baldwin,"3 Te Makuru Lane, Maraetai Auckland 2018",3 Te Makuru Lane,Maraetai,Auckland 2018,,-36.88902323,175.0010144,70,20,3,9,20,12,7,0,51,48,9,1,8,2,"3 Te Makuru Lane, Maraetai Auckland 2018",Early Connections Childcare Centre,51,70,,,,,,,
47185,Village Kids Limited,021-1309980,kirstie@villagekidsnz.co.nz,"9 William Street, Richmond Nelson",9 William Street,Richmond,Nelson,Homebased Network,,Yes,EQI > 5,"Nelson,Marlborough,West Coast",Kirstie Van Houtte,"9 William Street, Richmond Nelson 7020",9 William Street,Richmond,Nelson 7020,,-41.34549931,173.1969192,80,80,1,17,16,14,22,1,71,59,6,1,8,3,"9 William Street, Richmond Nelson 7020",Village Kids Limited,71,80,,,,,,,
47187,All About Children - 51 Mahia,,51mahiaroad@allaboutchildren.co.nz,"51 Mahia Road, Manurewa Auckland",51 Mahia Road,Manurewa,Auckland,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Manjot Juneja,"P O Box 15503, New Lynn Auckland 0640",P O Box 15503,New Lynn,Auckland 0640,027-504 6194,-37.0345181,174.8996218,50,10,1,6,12,12,17,2,50,11,28,23,10,6,"P O Box 15503, New Lynn Auckland 0640",All About Children - 51 Mahia,50,50,Kids World Childcare Limited,"Surjeet Kaur Juneja, Surjit Singh Juneja",https://www.allaboutchildrenchildcare.co.nz/childcare-avondale-auckland/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5574226/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5574226,https://ero.govt.nz/institution/45668/all-about-children-browns,Email structure and phone number in ECE data matches company profile. ERO lists company,
47188,The Owls Nest Preschool Limited,03-3234144,,"69 Englefield Road, Belfast Christchurch",69 Englefield Road,Belfast,Christchurch,Education & Care Service,Reggio Emilia,Yes,EQI > 5,"Canterbury,Chatham Islands",Graham Henderson,"69 Englefield Road, Northwood Christchurch 8051",69 Englefield Road,Northwood,Christchurch 8051,,-43.45550386,172.618398,28,0,0,0,3,11,5,1,20,17,2,0,1,0,"69 Englefield Road, Northwood Christchurch 8051",The Owls Nest Preschool Limited,20,28,,,,,,,
47190,Henderson Early Learning Centre,09-88382288,growwithmeeducation@gmail.com,"26 Longburn Road, Henderson Auckland",26 Longburn Road,Henderson,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Yuening Wei,"401B Rosedale Road, Albany Auckland 0632",401B Rosedale Road,Albany,Auckland 0632,09-836 0896,-36.85931916,174.6233049,50,15,0,10,14,9,7,0,40,7,3,5,30,1,"401B Rosedale Road, Albany Auckland 0632",Henderson Early Learning Centre,40,50,,,,,,,
47191,Scribbles Early Education Centre - Mt Roskill,09-6292929,marina@scribbles.kiwi.nz,"941 Dominion Road, Mount Roskill Auckland",941 Dominion Road,Mount Roskill,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Marina Grgicevich,"P O Box 26481, Epsom Auckland 1344",P O Box 26481,Epsom,Auckland 1344,09-6292929,-36.90261435,174.7421672,95,25,3,14,18,24,18,1,78,29,18,28,33,5,"P O Box 26481, Epsom Auckland 1344",Scribbles Early Education Centre - Mt Roskill,78,95,Scribbles Early Education Centre Limited,"Vince Grgicevich, Marina Grgicevich",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/3379058/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F3379058,,Director match (Vince Grgicevich and Marina Grgicevich).,"I think Junior Junction and Scribbles could be connected but I don't have enough hard evidence like a PO box to confirm. ERO page on a Junior Junction said there are four centers and the webpage lists the Lunn Ave location. But in the ECE data, it names Junior Junction Lunn Ave alongside Scribbles centers.  Vince Grgicevich is named as a director on both business profiles."
47192,Wakari Hospital Early Childhood Centre,03-4709198,,"Wakari Hospital 371 Taieri Road, Wakari Dunedin",Wakari Hospital 371 Taieri Road,Wakari,Dunedin,Education & Care Service,,Yes,EQI > 5,"Otago,Southland",Sally Ensor,"201 Great King Street, Dunedin Central Dunedin 9016",201 Great King Street,Dunedin Central,Dunedin 9016,03-470 9198,-45.85676017,170.4734303,47,16,1,18,11,10,15,1,56,55,2,0,1,1,"201 Great King Street, Dunedin Central Dunedin 9016",Wakari Hospital Early Childhood Centre,56,47,,,,,,,
